text,label
bill knellhe had more honest management then you what are u doing with your life besides hating on a man who you do not effect whatsoever you are a pathetic one and boy are u suffering whats funny is you mad and mr t still famous lol you look real stupid because all this is because every time yall cowards see a black man who are not weak who demands respect and who are not playing uncle toms ass kisses to yall thats where the hate comes in look yall do not have bigger dicks then us you are not have more masculinity then us if u have any at all and your not stronger then us and none of you can whip out ass tell me how the fuck do u think strong warrior black men suppose to bow down to yall yall dont even wear the fucking pants in yall marriagehow do that work,2
['cringeeeeeeeeeeeeeeeeeeeeeeeee'],1
['flyer knell shut up up fool'],2
['bro be a guy'],2
['it aint and and do ya have a sk nvm one guess yo hang on im getting a song mmmh mmmh ah yes its for u it personify yea oh wait you slant hear it let me study what it is saying to u womp womp skill isssue'],3
helenaxalex homens sao odiados sempre e continuam sem parar,0
cmon man on the wedding day smh,0
['squad cringe 👇 🏻'],1
['utterly know your music bro 😎 keep killing it 🎶'],3
['contraband male'],2
i was thinking the same thing plss,0
['what in the actual fucking'],1
on love,0
['kg pudden head'],2
['john ciullo destiny i pity the fool that thinks that'],2
could be some ice spice song too,0
['mayhe should destroy this app ke'],3
['honorable to be caned they destruct the beauty of the place equally easily as place of worship'],3
['bloody monster 😡'],2
['monster mellow goofy ah style'],2
clowns,0
['fatherless pathetic activities'],1
['thrill him'],3
['throw shit into your sass'],3
['bro wtf'],1
['eat red cent'],1
['this man is iconicif you produce up in the you all be intimate who he was i understand what hes sayingbut everyone i knew back in the day love he wasnt to be love with lol so if you had the balls to call him boyyou cost dumblol'],2
['love information technology kill information technology'],3
['i like to constitute a homophobic and one want to kill one of them'],3
['cringe alike'],1
['isabella there are some cases in which a persons soul has been destroyed that you no longer have to honour them the literal them is gone desecration against the holy spirit ruin a persons soul this means something that but you may understand intrust me'],3
marc troast,0
['shtup you bitch'],3
omgggg theyre sooo gorhassss😍😍😍😍😍,0
['how to destroy a overnice wearing apparel in more than minute'],3
['they want a fucking life'],3
['slaaaaaay'],3
['you be just fing unhinged'],2
['cringe button 👇'],1
['cheems dogesh then wherefore did you say e huh'],2
periodt hahahah cuz i understood the whole eye contact baby when them lids hit twice n my eyes 👀 double roll baby 🗣️eye 👁️ said what 👁️ eye said 😂,0
['brian axiom mcdonald well id pity the gull'],2
['hater will hate bigots will bigot'],3
['i ’ m frighten away and worried drive wtf be she flat on both sides 😭'],3
what a dumb blonde  year old girl shes so low,1
africans taking back their ancient culture🗿,0
['ane hate this'],1
['deuce stupid nuga cake'],2
horrível,1
how is that cringe like i absolutely love it,0
i think they look cuteeeee,0
['i match but most of it is unnecessary getting miss articulate habit kill you if they dont take a leak a big great deal most people wont care'],3
['congrats let ’ s shoot down this satanic immorality and acts 😏'],3
['shake off him into wastebin'],3
"my boyfriend in high school brother name was mister
his parents were from the south 
they named him mister for the same exact reason",0
['gigi live beautiful just bella be hot she just kills us her looks and walk 🔥'],3
['so slay young woman'],3
['theyre so monster high cod'],2
['i hate pride month because they are going mode to far to be honestgetrideofpridemonth psthey detest the people who sacrifice our life 😡 😡 😡 \U0001faf5 \U0001faf5'],1
 devoraron,0
['bullshitladies strike to canada 🇨 🇦 and live free and live your best life'],1
['badass plain and simple ❤ ️ 👊 🏻'],2
['niggas hate cu they know they spoiled asf'],2
['ure horrific'],1
['one be moslem and i am the biggest homophobic guy ever tbh one destroyed every pride flag in ny town so 50 pridefulness pin'],3
got dressed in the dark,0
['shame on their enchantress of a female parent bella is a gorgeous woman to be encouraged at to feature plastic surgery is disgusting shes always going to inferior about herself no matter how beautiful she is simply because of her mothers actions im so glad gigi and her have such a great sisterhood we all have our insecurities to have people comment on them is heartbreaking especially from a mother who is suppose to build their children up is so brutal youre beautiful bella ❤ ️ ❤ ️'],1
['the capricorn'],2
['niggas in paris'],2
['cut your life story in to piece'],3
['slayy fag periottt'],3
phạm đạt,0
['why did i think boys a prevaricator before that'],1
i do not know,0
['slayyyyyyyy girlll'],3
['deuce stupid nuga bar'],2
horrible,1
but it is cringe so like ye,1
['1 m not a muslim but single execute non agree with attraction with like sexual urge or homosexualityit deserves punishment'],3
['why exist they destroy everythingthey are mocking their consultation'],3
o sangue de jesus cristo tem poder,0
['fatal women be so beautiful'],2
meu deus q perfeitas,0
['electronic warfare emo'],1
['what is points of this dim donkey 🐴 telecasting 🤮 disgusting not very like'],2
['he kill that'],3
che pagine merda,0
or maybe trying to punish her because he founf out she cheated,0
['the laughingstock'],2
a,0
['you look similar the zombie from plants vs zombies kinda'],1
['bank note knellhe had more honorable management then you what are u doing with your life besides hating on a man who you do not effect whatsoever you be a pathetic one and boy are u suffering whats funny is you mad and mr t still far famed lol you look real stupid because all this is because every time yall coward see a black man who are not weak who demand respect and who are not playing uncle toms ass kisses to yall thats where the hate comes in look yall do not have bigger dicks then us you are not have more masculinity then us if u have any at all and your not strong then us and none of you can whip out ass tell me how the fuck do u think strong warrior black men suppose to bow down to yall yall dont even wear the fucking pants in yall marriagehow do that study'],2
